participant_id,window_start_time,window_end_time,sleep_stage,BVP_mean,BVP_std,BVP_min,BVP_max,BVP_range,BVP_median,SDNN,median_nni,IBI_mean,x_std,y_std,z_std,mag_mean,mag_std,mag_max,movement_density,burst_count,EDA_mean,EDA_std,EDA_trend,TEMP_mean,TEMP_std,TEMP_slope,HR_mean,HR_std,HR_range,HR_trend
S095,6799.0,6828.984375,W,1.1184322916666667,27.89473278555841,-227.11,113.14,340.25,5.335,44.010943347555845,687.5,695.6868489583334,4.630300898962243,3.8611288468817277,3.5433291135028964,62.31362971398213,0.7699362757547124,68.0808343074613,0.051041666666666666,35,0.04183089166666667,0.01487186497652297,8.982553868965352e-06,30.996,0.022000000000000585,-1.1875003221300855e-05,83.08966666666667,0.7001641870939191,2.469999999999999,0.0012542711735761642
S095,6829.0,6858.984375,W,-0.8695937500000016,147.29935020626917,-823.88,591.59,1415.47,-0.265,0.0,640.625,640.625,17.373516592101947,6.818502388823289,14.349193283012948,62.73476970797116,2.9683614483119096,91.46584061823299,0.06458333333333334,36,0.07621165,0.02641152844297669,3.737095327988098e-05,30.89333333333333,0.03797660098300301,-5.937501610650393e-05,87.54366666666668,1.6690745606140212,5.640000000000001,0.0030037855370511975
S095,6859.0,6888.984375,W,-0.0317604166666668,88.30031085982992,-307.95,410.7,718.65,-1.355,10.988796380719393,625.0,631.6650390625,39.327470817960055,29.00285768891169,24.43540769673294,64.57402899271129,9.137946777868011,116.15937327654622,0.115625,40,0.09707910833333333,0.013412308673252238,1.619253260431115e-06,30.793333333333333,0.03505551153369253,-4.4097234184361744e-05,95.55533333333332,2.9266712984018017,9.739999999999995,0.005270209762969229
S095,6889.0,6918.984375,W,-0.7656875,92.50584397331254,-354.19,307.33,661.52,-5.18,0.0,625.0,625.0,34.61548077568181,26.56298520798674,22.46458611066013,67.47228142682431,17.292989592878932,173.90514655984163,0.12083333333333333,48,0.10053746666666666,0.009658967543111888,7.4546708590144455e-06,30.69333333333334,0.02784879809894034,-4.298612277184282e-05,104.04533333333335,1.815655498405159,5.769999999999996,0.003188125864834488
S095,6919.0,6948.984375,W,-0.11830729166666672,73.21742881009835,-341.49,274.97,616.46,0.195,0.0,625.0,625.0,33.16879100648074,32.070007784619506,21.27564728316646,66.32496349225988,13.34101012231557,124.30205147140573,0.13020833333333334,64,0.09984375833333334,0.00931140708664721,-4.7121377799852925e-06,30.629999999999995,0.028284271247462134,-3.430556486153591e-05,105.095,0.4310123741456473,1.6000000000000085,-0.0006207293350502762
S095,6949.0,6978.984375,W,0.7743437499999999,99.35974044783431,-393.85,320.67,714.52,1.065,0.0,625.0,625.0,31.60671071665618,20.923913087395697,19.244380492901183,67.0848797358574,15.675888943179025,181.07180895987094,0.12916666666666668,62,0.10670698333333334,0.008302356260909041,1.1404148058850935e-06,30.60533333333333,0.018390818965511237,-2.3819450905883524e-05,103.347,0.4772780461464097,1.6800000000000068,-0.0008069099411105533
S095,6979.0,7008.984375,W,0.3414218750000003,77.09177588344744,-303.14,273.73,576.87,1.1749999999999998,0.0,625.0,625.0,9.929858118234314,10.811058379730014,13.49954631278554,63.6216528744147,6.8055487553035094,113.85077953180645,0.09791666666666667,38,0.08956469166666665,0.014434773338363528,7.150044691309865e-06,30.55133333333333,0.03263263533472042,-5.208334746184444e-05,103.86866666666667,0.7479337463230877,2.450000000000003,-0.00048750013224287684
S095,7009.0,7038.984375,W,-0.378265625,18.589069670392153,-122.36,78.35,200.70999999999998,1.0350000000000001,33.36943320664368,625.0,647.8271484375,1.3436090849885949,1.0201948470962137,1.2380150268059036,62.607934408368024,0.7257805803555066,75.45197147855052,0.05416666666666667,35,0.09560608333333333,0.0025012297927997132,-1.4005303278348306e-06,30.461333333333336,0.032937651538761915,-5.70139043549006e-05,98.43966666666668,2.63827277252035,8.25,-0.00471573044589042
S095,7039.0,7068.984375,W,0.24228125000000028,49.51637599597799,-296.34,247.6,543.9399999999999,1.455,53.48226802419167,796.875,761.181640625,5.006308411887002,3.834601098106193,9.746344578296465,62.75803034397998,2.9234045239674638,84.52810183601665,0.05625,23,0.10256546666666667,0.007796783092974237,1.2791228730259527e-05,30.338666666666665,0.04402524528293142,-7.57639094411658e-05,88.617,2.353176788938734,7.8300000000000125,-0.0040955219443147665
S095,7069.0,7098.984375,W,-0.1061145833333333,21.870057086959573,-109.05,196.73,305.78,0.33,56.60375805687308,765.625,788.7369791666666,1.6250851339878576,0.952062249037145,1.441556775676907,62.83229715878651,1.0559042333227566,75.23961722390672,0.007291666666666667,3,0.12203452499999999,0.002854250943658423,-4.888835961598299e-07,30.247333333333337,0.013399834161494236,5.8333349157265775e-06,83.23533333333334,1.03211347352034,3.530000000000001,-0.0017122921311556333
