participant_id,window_start_time,window_end_time,sleep_stage,BVP_mean,BVP_std,BVP_min,BVP_max,BVP_range,BVP_median,SDNN,median_nni,IBI_mean,x_std,y_std,z_std,mag_mean,mag_std,mag_max,movement_density,burst_count,EDA_mean,EDA_std,EDA_trend,TEMP_mean,TEMP_std,TEMP_slope,HR_mean,HR_std,HR_range,HR_trend
S085,8173.0,8202.984375,W,0.9774010416666667,75.85035456180587,-161.33,118.95,280.28000000000003,10.3,12.125156742406828,906.25,912.1826171875,0.5266796873390465,0.4530842893589325,0.28964889845293734,64.33151297269583,0.31652589763030237,65.26101439603893,0.010416666666666666,10,0.2306332166666666,0.0016621144023167822,2.0191086206349272e-06,30.041999999999998,0.014236104336041444,-8.611113447024947e-06,64.81766666666665,0.7824605776366976,2.029999999999994,-0.0013723267611563464
S085,8203.0,8232.984375,W,-0.01731249999999981,78.98092151197979,-158.03,118.5,276.53,10.254999999999999,32.1324422192377,937.5,928.6702473958334,0.402917690019383,0.40220205501160183,0.5039072593659141,64.31860643500545,0.36255977743031115,65.95452979136459,0.008333333333333333,8,0.2323840666666666,0.00108680625943889,1.262014231232149e-07,30.03266666666666,0.012364824660660675,2.0833338984737777e-06,63.78966666666667,0.1068482828853866,0.38000000000000256,-0.00012975697964327825
S085,8233.0,8262.984375,W,-0.012124999999999986,81.84802440069568,-184.67,149.04,333.71,7.91,13.526937837698036,906.25,899.7233072916666,0.5166960677118503,0.19485293154211347,0.41962362227953753,64.42945056388632,0.3163332141855934,65.26101439603893,0.0020833333333333333,2,0.23489308333333334,0.0013489750836797923,1.3890125295715465e-06,30.020666666666664,0.013399834161494777,-2.0833338984737777e-06,64.38466666666666,0.7210258124521086,1.7199999999999989,0.0012492364499881877
S085,8263.0,8292.984375,W,-0.35428645833333333,85.8291652682041,-174.7,141.38,316.08,11.280000000000001,45.74510578967137,812.5,824.8372395833334,0.5639295107152626,0.4951051638428839,0.24717149916606485,64.36746455738391,0.33436225952530185,65.30696746902278,0.028125,23,0.23765848333333334,0.0013737583180417439,4.3087294674287557e-07,30.000666666666667,0.015260697523014012,-5.694445989161917e-06,66.77766666666668,1.1958196166460722,3.700000000000003,0.002114618629182573
S085,8293.0,8322.984375,W,-0.36410416666666673,86.88758704216605,-229.36,166.75,396.11,6.785,73.06285508831586,906.25,889.2985026041666,0.6039286528293994,1.0094169237939628,0.9124690824290372,64.30932862235332,0.3503600179391399,65.30696746902278,0.18333333333333332,73,0.2401458,0.0012895310814400682,9.672072936217695e-07,29.990000000000006,0.010327955589887142,-1.9444449719091308e-06,70.08466666666666,0.42176402038211885,1.5,0.0001586111541371406
S085,8323.0,8352.984375,W,0.9751718749999997,86.56456342589784,-183.27,131.9,315.17,13.605,31.738906202113657,890.625,897.9573567708334,0.5186610951259235,0.3636461168002333,0.4958114490968875,64.35835779724994,0.3647350286972567,64.82283548256741,0.0020833333333333333,2,0.24350913333333335,0.0011898266185550864,4.1154351441610195e-07,29.970666666666673,0.009637888196533767,-7.708335424352977e-06,68.60033333333334,0.8421064197725965,2.5799999999999983,-0.001460521229525071
S085,8353.0,8382.984375,W,-0.36921874999999993,83.76622242707468,-182.34,125.74,308.08,8.614999999999998,22.617467667318177,890.625,892.6106770833334,0.4321648910491869,0.4969426928032603,0.37022421884882434,64.26513291894702,0.34153951953737993,64.72248450113763,0.121875,74,0.24681862499999999,0.0017785768471004137,2.2735455386136886e-06,29.956000000000003,0.013808210118138358,-2.083333898473778e-07,66.253,0.3441913227649224,1.1700000000000017,1.9791672035530432e-06
S085,8383.0,8412.984375,W,-0.7295677083333337,82.78407418845853,-178.5,130.67,309.16999999999996,8.545,48.91099738173719,890.625,913.8671875,0.5086395508691134,0.4746149298086,0.3687853090439839,64.1916760228846,0.34997053165054776,65.23802572120036,0.21875,134,0.24812102499999997,0.0011849399876681503,-1.6235486174990627e-07,29.943333333333335,0.01490711984999828,-1.1944447684582993e-05,66.684,0.0842456724902428,0.28000000000000114,9.902780464078614e-05
S085,8413.0,8442.984375,W,0.6315468750000002,80.6851484523903,-176.99,123.36,300.35,11.64,40.19179246073254,906.25,915.8854166666666,0.4230962262496165,0.4795107460271934,0.39379822235575873,64.22042682469187,0.3510509759701317,65.23802572120036,0.07708333333333334,52,0.25061944999999997,0.001472001086106936,1.0755970799688244e-06,29.934666666666665,0.009910712498212125,6.944446328245925e-08,66.66566666666667,0.13380790542996954,0.39000000000000057,-0.00022815978411452547
S085,8443.0,8472.984375,W,-0.4641302083333333,79.12515682629089,-163.31,121.0,284.31,11.399999999999999,30.4681196446435,890.625,900.8951822916666,0.4936401073206629,0.5253305837491495,0.48546472401595653,64.19712671627047,0.34575479044038115,65.18435395092905,0.08020833333333334,53,0.25229585,0.0013040222112755643,1.4977221944775969e-06,29.92533333333334,0.012310790208412664,-1.020833610252151e-05,66.32900000000001,0.21652328589168734,0.6799999999999926,-0.00036531259909738435
S085,8473.0,8502.984375,W,-0.22253645833333355,78.38176616177576,-160.81,135.78,296.59000000000003,10.010000000000002,40.12333052883406,906.25,913.0940755208334,0.45753244420477984,0.4994256684071103,0.3013838885273878,64.21152775028563,0.34537994677130435,65.23802572120036,0.096875,64,0.2548900166666667,0.0013421270058091455,1.081449946139856e-06,29.906000000000002,0.01083205120618105,-3.472223164122963e-06,65.76733333333334,0.07805695925981794,0.269999999999996,-7.527779819818985e-05
